paper_id,venue_id,venue_name,year,year_status,title,authors,track,session,paper_type,doi,acm_url,ieee_url,openreview_url,arxiv_url,dblp_url,official_url,proceedings_url,pdf_url,source_title,source_url,source_type,source_priority,verification_status,confidence,topic_primary,topic_secondary,topic_tags,topic_cluster_id,topic_cluster_label,topic_cluster_status,topic_notes,artifact_url,code_url,dataset_url,award_refs,representative_role,representative_score,representative_reason,include_in_report,missing_fields,notes
CICC-2016-P0001,CICC,CICC,2016,missing,CICC 2016 accepted-paper coverage marker: no reliable title-level source found in this run,,,,other,,,,,,https://dblp.org/db/conf/cicc/index.html,,,,CICC source-discovery audit for 2016,https://dblp.org/db/conf/cicc/index.html,bib_index,secondary,needs_review,low,,,coverage_gap,,,uncertain,Crossref exact CICC/container query returned zero 2016 rows; DBLP index access was unstable and public index did not expose 2016 in the captured pass.,,,,,none,,,no,title|authors|doi|official_url,"Missing coverage marker, not a paper."
CICC-2021-P0089,CICC,CICC,2021,complete,Transceivers for 6G Wireless Communications: Challenges and Design Solutions,Payam Heydari,Technical Program,,accepted_paper,10.1109/cicc51472.2021.9431450,,https://doi.org/10.1109/cicc51472.2021.9431450,,,https://dblp.org/db/conf/cicc/cicc2021.html,,https://doi.org/10.1109/CICC51472.2021,,Crossref metadata for 2021 IEEE CICC proceedings article,https://doi.org/10.1109/cicc51472.2021.9431450,paper,primary,verified,high,T12,rf_mmwave_thz,rf|mmwave|pll|radar|wireless|thz,CICC-C02,"RF, mmWave, THz, radar, wireless, and clock generation",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2021-P0090,CICC,CICC,2021,complete,Zero-Crossing-Based Bio-Engineered Sensor,Qijun Liu|Arslan Riaz|Timur Zirtiloglu|Maria Eugenia Inda|Miguel Jimenez|Yong Lai|Christoph Steiger|Elizabeth Diamond|Giovanni Traverso|Timothy Lu|Anantha Chandrakasan|Phillip Nadeau|Rabia Tugce Yazicigil,Technical Program,,accepted_paper,10.1109/cicc51472.2021.9431409,,https://doi.org/10.1109/cicc51472.2021.9431409,,,https://dblp.org/db/conf/cicc/cicc2021.html,,https://doi.org/10.1109/CICC51472.2021,,Crossref metadata for 2021 IEEE CICC proceedings article,https://doi.org/10.1109/cicc51472.2021.9431409,paper,primary,verified,high,T03/T04/T11,biomedical_sensor_interfaces,sensor|biomedical|neural|wearable|imager|lidar,CICC-C05,"Biomedical, neural, sensor, imaging, and wearable interfaces",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0001,CICC,CICC,2022,complete,110-GHz-Bandwidth InP-HBT AMUX/ADEMUX Circuits for Beyond-1-Tb/s/ch Digital Coherent Optical Transceivers,Munehiko Nagatani|Hitoshi Wakita|Teruo Jyo|Tsutomu Takeya|Hiroshi Yamazaki|Yoshihiro Ogiso|Miwa Mutoh|Yuta Shiratori|Minoru Ida|Fukutaro Hamaoka|Masanori Nakamura|Takayuki Kobayashi|Hiroyuki Takahashi|Yutaka Miyamoto,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772800,,https://doi.org/10.1109/cicc53496.2022.9772800,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772800,paper,primary,verified,high,T10/T12,wireline_optical_io,serdes|wireline|pam4|optical|cdr|tia|die-to-die,CICC-C01,"Wireline, SerDes, optical I/O, and die-to-die links",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0002,CICC,CICC,2022,complete,22-30GHz Quadrature Hybrid SCPA with LO Leakage Self-Suppression and Distributed Parasitic-Cancelling Sub-PA Array for Linearity and Efficiency Enhancement,Bingzheng Yang|Huizhen Jenny Qian|Yiyang Shu|Jie Zhou|Xun Luo,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772777,,https://doi.org/10.1109/cicc53496.2022.9772777,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772777,paper,primary,verified,high,T12,rf_mmwave_thz,rf|mmwave|pll|radar|wireless|thz,CICC-C02,"RF, mmWave, THz, radar, wireless, and clock generation",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0003,CICC,CICC,2022,complete,3nm Gate-All-Around (GAA) Design-Technology Co-Optimization (DTCO) for succeeding PPA by Technology,Taejoong Song|Hakchul Jung|Giyoung Yang|Hoyoung Tang|Hayoung Kim|Dongwook Seo|Hoonki Kim|Woojin Rim|Sanghoon Baek|Sangyeop Baeck|Jonghoon Jung,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772784,,https://doi.org/10.1109/cicc53496.2022.9772784,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772784,paper,primary,verified,high,T12,rf_mmwave_thz,rf|mmwave|pll|radar|wireless|thz,CICC-C02,"RF, mmWave, THz, radar, wireless, and clock generation",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0004,CICC,CICC,2022,complete,5GHz SRAM for High-Performance Compute Platform in 5nm CMOS,R. Mathur|M. Kumar|V. Asthana|S. Aggarwal|S. Gupta|D. Wanjul|A. Baradia|S. Thota|P. Jain|B. Zheng|A. Cubeta|S. Thyagarajan|A. Chen|Y. Chong,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772840,,https://doi.org/10.1109/cicc53496.2022.9772840,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772840,paper,primary,verified,high,T05/T06/T10,compute_in_memory_analog_ai,compute_in_memory|analog_ai|rram|sram|neuromorphic|pim,CICC-C07,"Compute-in-memory, analog AI, and neuromorphic compute",split_candidate,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0005,CICC,CICC,2022,complete,A 0.14nJ/b 200Mb/s Quasi-Balanced FSK Transceiver with Closed-Loop Modulation and Sideband Energy Detection,Bowen Wang|Cong Ding|Yunzhao Nie|Woogeun Rhee|Zhihua Wang,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772812,,https://doi.org/10.1109/cicc53496.2022.9772812,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772812,paper,primary,verified,high,T10/T12,wireline_optical_io,serdes|wireline|pam4|optical|cdr|tia|die-to-die,CICC-C01,"Wireline, SerDes, optical I/O, and die-to-die links",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0006,CICC,CICC,2022,complete,A 0.37mm2 250kHz-BW 95dB-SNDR CTDSM with Low-Cost 2nd-order Vector-Quantizer DEM,Wei Shi|Xing Wang|Xiyuan Tang|Abhishek Mukherjee|Raviteja Theertham|Shanthi Pavan|Lu Jie|Nan Sun,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772865,,https://doi.org/10.1109/cicc53496.2022.9772865,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772865,paper,primary,verified,high,T11/T12,data_converters,adc|dac|sar|delta-sigma|noise-shaping|modulator,CICC-C03,Data converters and mixed-signal quantization,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0007,CICC,CICC,2022,complete,A 0.5-3GHz Receiver with a Parallel Preselect Filter Achieving 120dB/dec Channel Selectivity and +28dBm Out-of-Band IIP3,M. A. Montazerolghaem|Leo C. N. de Vreede|Masoud Babaie,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772854,,https://doi.org/10.1109/cicc53496.2022.9772854,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772854,paper,primary,verified,high,T10/T12,wireline_optical_io,serdes|wireline|pam4|optical|cdr|tia|die-to-die,CICC-C01,"Wireline, SerDes, optical I/O, and die-to-die links",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0008,CICC,CICC,2022,complete,"A 0.66 W/mm2 Power Density, 92.4% Peak Efficiency Hybrid Converter with nH-Scale Inductors for 12 V System",Tianshi Xie|Jianglin Zhu|Tom Byrd|Dragan Maksimovic|Hanh-Phuc Le,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772862,,https://doi.org/10.1109/cicc53496.2022.9772862,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772862,paper,primary,verified,high,T11/T12,data_converters,adc|dac|sar|delta-sigma|noise-shaping|modulator,CICC-C03,Data converters and mixed-signal quantization,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0009,CICC,CICC,2022,complete,"A 0.8V/0.6V 2.2μW Time-Domain Analog Front-End with $540\text{mV}_{\text{pp}}$ Input Range, 81.6dB SNDR and $80\mathrm{M}\Omega$ Input Impedance",Liheng Liu|Tianxiang Qu|Pengjie Wang|Yao Zhang|Zhiliang Hong|Jiawei Xu,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772780,,https://doi.org/10.1109/cicc53496.2022.9772780,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772780,paper,primary,verified,high,T11/T12,data_converters,adc|dac|sar|delta-sigma|noise-shaping|modulator,CICC-C03,Data converters and mixed-signal quantization,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0010,CICC,CICC,2022,complete,A 1.8GΩ-Input-Impedance 0.15µV-Input-Referred-Ripple Chopper Amplifier with Local Positive Feedback and SAR-Assisted Ripple Reduction,Tianxiang Qu|Qinjing Pan|Xiaoyang Zeng|Zhiliang Hong|Jiawei Xu,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772860,,https://doi.org/10.1109/cicc53496.2022.9772860,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772860,paper,primary,verified,high,T11/T12,data_converters,adc|dac|sar|delta-sigma|noise-shaping|modulator,CICC-C03,Data converters and mixed-signal quantization,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0011,CICC,CICC,2022,complete,A 1-to-4GHz Multi-Mode Digital Transmitter in 40nm CMOS Supporting 200MHz 1024-QAM OFDM signals with more than 23dBm/66% Peak Power/Drain Efficiency,Mohammadreza Beikmirza|Yiyu Shen|Leo C.N. de Vreede|Morteza S. Alavi,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772797,,https://doi.org/10.1109/cicc53496.2022.9772797,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772797,paper,primary,verified,high,T10/T12,wireline_optical_io,serdes|wireline|pam4|optical|cdr|tia|die-to-die,CICC-C01,"Wireline, SerDes, optical I/O, and die-to-die links",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0012,CICC,CICC,2022,complete,A 10/2.5-Gb/s Hyper-Supplied CMOS Low-Noise Burst-Mode TIA with Loud Burst Protection and Gearbox Automatic Offset Cancellation for XGS-PON,Chen Tan|Wei Huang|Yonghui Fan|Jing Li|Chuanhao Yu|Wenbo Shi|Shiti Huang|Zhenyu Yin|Chenfan Cao|Lei Jing|Zhixiong Ren|Xiaoyan Gui|Bing Zhang|Dan Li|Li Geng,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772848,,https://doi.org/10.1109/cicc53496.2022.9772848,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772848,paper,primary,verified,high,T10/T12,wireline_optical_io,serdes|wireline|pam4|optical|cdr|tia|die-to-die,CICC-C01,"Wireline, SerDes, optical I/O, and die-to-die links",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0013,CICC,CICC,2022,complete,A 10b 700MS/s single-channel 1b/cycle SAR ADC using a monotonic-specific feedback SAR logic with power-delay-optimized unbalanced N/P-MOS sizing,Mingqiang Guo|Sai-Weng Sin|Liang Qi|Gangjun Xiao|Rui P. Martins,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772843,,https://doi.org/10.1109/cicc53496.2022.9772843,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772843,paper,primary,verified,high,T11/T12,data_converters,adc|dac|sar|delta-sigma|noise-shaping|modulator,CICC-C03,Data converters and mixed-signal quantization,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0014,CICC,CICC,2022,complete,A 112 Gb/s -8.2 dBm Sensitivity 4-PAM Linear TIA in 16nm CMOS with Co-Packaged Photodiodes,Dhruv Patel|Alireza Sharif-Bakhtiar|Anthony Chan Carusone,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772827,,https://doi.org/10.1109/cicc53496.2022.9772827,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772827,paper,primary,verified,high,T10/T12,wireline_optical_io,serdes|wireline|pam4|optical|cdr|tia|die-to-die,CICC-C01,"Wireline, SerDes, optical I/O, and die-to-die links",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0015,CICC,CICC,2022,complete,"A 12.5-to-15.4GHz, -118.9dBc/Hz PN at 1MHz offset, and 191.0dBc/Hz FoM VCO with Common-Mode Resonance Expansion and Simultaneous Differential 2ND-Harmonic Output using a Single Three-Coil Transformer in 65nm CMOS",Ruichang Ma|Haikun Jia|Wei Deng|Zhihua Wang|Baoyong Chi,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772825,,https://doi.org/10.1109/cicc53496.2022.9772825,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772825,paper,primary,verified,high,T12,rf_mmwave_thz,rf|mmwave|pll|radar|wireless|thz,CICC-C02,"RF, mmWave, THz, radar, wireless, and clock generation",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0016,CICC,CICC,2022,complete,A 13.1mm2 512 × 256 Multimodal CMOS Array for Spatiochemical Imaging of Bacterial Biofilms,Kangping Hu|Joseph Incandela|Xiaoyu Lian|Joseph W. Larkin|Jacob K. Rosenstein,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772787,,https://doi.org/10.1109/cicc53496.2022.9772787,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772787,paper,primary,verified,high,T03/T04/T11,biomedical_sensor_interfaces,sensor|biomedical|neural|wearable|imager|lidar,CICC-C05,"Biomedical, neural, sensor, imaging, and wearable interfaces",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0017,CICC,CICC,2022,complete,A 133.6TOPS/W Compute-In-Memory SRAM Macro with Fully Parallel One-Step Multi-Bit Computation,Edward Choi|Injun Choi|Chanhee Jeon|Gichan Yun|Donghyeon Yi|Sohmyung Ha|Ik-Joon Chang|Minkyu Je,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772821,,https://doi.org/10.1109/cicc53496.2022.9772821,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772821,paper,primary,verified,high,T05/T06/T10,compute_in_memory_analog_ai,compute_in_memory|analog_ai|rram|sram|neuromorphic|pim,CICC-C07,"Compute-in-memory, analog AI, and neuromorphic compute",split_candidate,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0018,CICC,CICC,2022,complete,A 16-Channel 60µW Neural Synchrony Processor for Multi-Mode Phase-Locked Neurostimulation,Uisub Shin|Cong Ding|Laxmeesha Somappa|Virginia Woods|Alik S. Widge|Mahsa Shoaran,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772806,,https://doi.org/10.1109/cicc53496.2022.9772806,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772806,paper,primary,verified,high,T03/T04/T11,biomedical_sensor_interfaces,sensor|biomedical|neural|wearable|imager|lidar,CICC-C05,"Biomedical, neural, sensor, imaging, and wearable interfaces",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0019,CICC,CICC,2022,complete,"A 177 TOPS/W, Capacitor-based In-Memory Computing SRAM Macro with Stepwise-Charging/Discharging DACs and Sparsity-Optimized Bitcells for 4-Bit Deep Convolutional Neural Networks",Bo Zhang|Jyotishman Saikia|Jian Meng|Dewei Wang|Soonwan Kwon|Sungmeen Myung|Hyunsoo Kim|Sang Joon Kim|Jae-sun Seo|Mingoo Seok,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772781,,https://doi.org/10.1109/cicc53496.2022.9772781,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772781,paper,primary,verified,high,T05/T06/T10,compute_in_memory_analog_ai,compute_in_memory|analog_ai|rram|sram|neuromorphic|pim,CICC-C07,"Compute-in-memory, analog AI, and neuromorphic compute",split_candidate,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0020,CICC,CICC,2022,complete,A 181µW Real-Time 3-D Hand Gesture Recognition System based on Bi-directional Convolution and Computing-Efficient Feature Clustering,Yuncheng Lu|Zehao Li|Yuzong Chen|Tony Tae-Hyoung Kim,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772866,,https://doi.org/10.1109/cicc53496.2022.9772866,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772866,paper,primary,verified,high,T11/T12,analog_mixed_signal_blocks,analog|mixed_signal|amplifier|reference|filter,CICC-C10,Analog and mixed-signal building blocks,provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0021,CICC,CICC,2022,complete,A 19-30ppm/°C Temperature Coefficient Sub-Nanowatt CMOS Voltage Reference with 10-µA Sourcing Capability,Hongchang Qiao|Chenchang Zhan,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772855,,https://doi.org/10.1109/cicc53496.2022.9772855,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772855,paper,primary,verified,high,T04/T10/T12,power_management,dc-dc|ldo|pmic|power_delivery|energy_harvesting,CICC-C04,"Power management, voltage regulation, and power delivery",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0022,CICC,CICC,2022,complete,"A 2.86Gb/s Fully-Flexible MU-MIMO Processor for Jointly Optimizing User Selection, Power Allocation, and Precoding in 28nm CMOS Technology",Seungsik Moon|Namyoon Lee|Youngjoo Lee,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772835,,https://doi.org/10.1109/cicc53496.2022.9772835,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772835,paper,primary,verified,high,T12,rf_mmwave_thz,rf|mmwave|pll|radar|wireless|thz,CICC-C02,"RF, mmWave, THz, radar, wireless, and clock generation",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0023,CICC,CICC,2022,complete,A 2-GHz Dual-Path Sub-Sampling PLL with Ring VCO Phase Noise Suppression,Yangtao Dong|Chirn Chye Boon|Kaituo Yang|Zhe Liu,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772813,,https://doi.org/10.1109/cicc53496.2022.9772813,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772813,paper,primary,verified,high,T12,rf_mmwave_thz,rf|mmwave|pll|radar|wireless|thz,CICC-C02,"RF, mmWave, THz, radar, wireless, and clock generation",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0024,CICC,CICC,2022,complete,"A 20µs turn-on time, 24kHz resolution, 1.5-100MHz digitally programmable temperature-compensated clock generator with 7.5ppm/°C inaccuracy",Yongxin Li|Nilanjan Pal|Tianyu Wang|Mostafa Gamal Ahmed|Ahmed Abdelrahman|Mohamed Badr Younis|Ruhao Xia|Kyu-Sang Park|Pavan Kumar Hanumolu,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772819,,https://doi.org/10.1109/cicc53496.2022.9772819,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772819,paper,primary,verified,high,T07/T11/T12,ams_design_automation_test,eda|design_automation|test|calibration|generator,CICC-C12,"AMS design automation, generators, test, and calibration methodology",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,no,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0025,CICC,CICC,2022,complete,A 220 GHz Sliding-IF Quadrature Transmitter With 38-dB Conversion Gain and 8-dBm Psat in 0.13-µm SiGe BiCMOS,Zekun Li|Jixin Chen|Jiayang Yu|Huanbo Li|Zichun Zheng|Rui Zhou|Peigen Zhou|Zhe Chen|Wei Hong,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772873,,https://doi.org/10.1109/cicc53496.2022.9772873,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772873,paper,primary,verified,high,T10/T12,wireline_optical_io,serdes|wireline|pam4|optical|cdr|tia|die-to-die,CICC-C01,"Wireline, SerDes, optical I/O, and die-to-die links",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
CICC-2022-P0026,CICC,CICC,2022,complete,A 23-37GHz Autonomous Two-Dimensional MIMO Receiver Array with Rapid Full-FoV Spatial Filtering for Unknown Interference Suppression,Boce Lin|Tzu-Yuan Huang|Amr Ahmed|Min-Yu Huang|Hua Wang,Technical Program,,accepted_paper,10.1109/cicc53496.2022.9772829,,https://doi.org/10.1109/cicc53496.2022.9772829,,,https://dblp.org/db/conf/cicc/cicc2022.html,,https://doi.org/10.1109/CICC53496.2022,,Crossref metadata for 2022 IEEE CICC proceedings article,https://doi.org/10.1109/cicc53496.2022.9772829,paper,primary,verified,high,T10/T12,wireline_optical_io,serdes|wireline|pam4|optical|cdr|tia|die-to-die,CICC-C01,"Wireline, SerDes, optical I/O, and die-to-die links",provisional,Title-level provisional cluster from Crossref metadata and clustering-agent label set; no batch abstract/full-text clustering.,,,,,none,,,maybe,,Crossref-derived CICC row; front matter filtered by title rules.
