paper_id,venue_id,venue_name,year,year_status,title,authors,track,session,paper_type,doi,acm_url,ieee_url,openreview_url,arxiv_url,dblp_url,official_url,proceedings_url,pdf_url,source_title,source_url,source_type,source_priority,verification_status,confidence,topic_primary,topic_secondary,topic_tags,topic_cluster_id,topic_cluster_label,topic_cluster_status,topic_notes,artifact_url,code_url,dataset_url,award_refs,representative_role,representative_score,representative_reason,include_in_report,missing_fields,notes
DATE-2022-P2024,DATE,DATE,2022,complete,BIOFORMERS: Embedding Transformers For Ultra-Low Power Semg-Based Gesture Recognition,Alessio Burrello|Francesco Bianco Morghet|Moritz Scherer|Simone Benatti|Luca Benini|Enrico Macii|Massimo Poncino and Daniele Jahier Pagliari,technical_program,23.1 Artificial Intelligence for embedded systems in healthcare,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2022/html/toc.html,https://past.date-conference.com/proceedings-archive/2022/html/0624.html,https://past.date-conference.com/proceedings-archive/2022/pdf/0624.pdf,DATE 2022 proceedings technical program,https://past.date-conference.com/proceedings-archive/2022/html/0624.html,proceedings,primary,verified,medium,T02|T03|T05,ai_inference_model_specific_accelerators,ai_inference|model_specific|accelerator,DATE-C01,ACC01 AI inference and model-specific accelerators,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2022-P2025,DATE,DATE,2022,complete,BMC+FUZZ: Efficient And Effective Test Generation,Ravindra Metta|Raveendra Medicherla and Samarjit Chakraborty,technical_program,22.4 Formal Methods in Design and Verification of Software and Hardware Systems,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2022/html/toc.html,https://past.date-conference.com/proceedings-archive/2022/html/0953.html,https://past.date-conference.com/proceedings-archive/2022/pdf/0953.pdf,DATE 2022 proceedings technical program,https://past.date-conference.com/proceedings-archive/2022/html/0953.html,proceedings,primary,verified,medium,T11|T12,formal_verification_hardware_correctness,verification|formal|correctness,DATE-C06,DA02 Logic/formal verification and hardware correctness,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2022-P2026,DATE,DATE,2022,complete,BMPQ: Bit-Gradient Sensitivity Driven Mixed-Precision Quantization Of DNNS From Scratch,Souvik Kundu|Shikai Wang|Qirui Sun|Peter Beerel and Massoud Pedram,technical_program,IP.2_4 Interactive Presentations,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2022/html/toc.html,https://past.date-conference.com/proceedings-archive/2022/html/0494.html,https://past.date-conference.com/proceedings-archive/2022/pdf/0494.pdf,DATE 2022 proceedings technical program,https://past.date-conference.com/proceedings-archive/2022/html/0494.html,proceedings,primary,verified,medium,T02|T03|T05,ai_inference_model_specific_accelerators,ai_inference|model_specific|accelerator,DATE-C01,ACC01 AI inference and model-specific accelerators,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2022-P2027,DATE,DATE,2022,complete,BOILS: Bayesian Optimisation For Logic Synthesis,Antoine Grosnit|Cedric Malherbe|Xingchen Wan|Rasul Tutunov|Jun Wang and Haitham Bou Ammar,technical_program,IP.3_8 Interactive presentations,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2022/html/toc.html,https://past.date-conference.com/proceedings-archive/2022/html/0626.html,https://past.date-conference.com/proceedings-archive/2022/pdf/0626.pdf,DATE 2022 proceedings technical program,https://past.date-conference.com/proceedings-archive/2022/html/0626.html,proceedings,primary,verified,medium,T11|T12,formal_verification_hardware_correctness,verification|formal|correctness,DATE-C06,DA02 Logic/formal verification and hardware correctness,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2022-P2028,DATE,DATE,2022,complete,Cache-Aware Schedulability Analysis Of Prem Compliant Tasks,Syed Aftab Rashid|Muhammad Ali Awan|Pedro Souto|Konstantinos Bletsas and Eduardo Tovar,technical_program,21.3 Real-Time Systems and Technology,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2022/html/toc.html,https://past.date-conference.com/proceedings-archive/2022/html/0941.html,https://past.date-conference.com/proceedings-archive/2022/pdf/0941.pdf,DATE 2022 proceedings technical program,https://past.date-conference.com/proceedings-archive/2022/html/0941.html,proceedings,primary,verified,medium,T04|T08,embedded_realtime_cps_robotics_edge,edge|real_time|cps_or_robotics,DATE-C10,"SYS01 Embedded real-time CPS, automotive, robotics, edge IoT",provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2022-P2029,DATE,DATE,2022,complete,Cacherewinder: Revoking Speculative Cache Updates Exploiting Write-Back Buffer,Jongmin Lee|Junyeon Lee|Taeweon Suh and Gunjae Koo,technical_program,13.4 System-level security,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2022/html/toc.html,https://past.date-conference.com/proceedings-archive/2022/html/0076.html,https://past.date-conference.com/proceedings-archive/2022/pdf/0076.pdf,DATE 2022 proceedings technical program,https://past.date-conference.com/proceedings-archive/2022/html/0076.html,proceedings,primary,verified,medium,T11|T12,hardware_security_trusted_systems,security|attack_or_fault|trust,DATE-C12,SEC01 Hardware security and trusted systems,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2022-P2030,DATE,DATE,2022,complete,Can Deep Neural Networks Be Converted To Ultra Low-Latency Spiking Neural Networks?,Gourav Datta and Peter Beerel,technical_program,17.3 Algorithmic techniques for efficient and robust ML hardware,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2022/html/toc.html,https://past.date-conference.com/proceedings-archive/2022/html/0545.html,https://past.date-conference.com/proceedings-archive/2022/pdf/0545.pdf,DATE 2022 proceedings technical program,https://past.date-conference.com/proceedings-archive/2022/html/0545.html,proceedings,primary,verified,medium,T02|T03|T05,ai_inference_model_specific_accelerators,ai_inference|model_specific|accelerator,DATE-C01,ACC01 AI inference and model-specific accelerators,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2022-P2031,DATE,DATE,2022,complete,Characterizing And Optimizing Hybrid Dram-Pm Main Memory System With Application Awareness,Yongfeng Wang|Yinjin Fu|Yubo Liu|Zhiguang Chen and Nong Xiao,technical_program,18.3 Persistent Memory,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2022/html/toc.html,https://past.date-conference.com/proceedings-archive/2022/html/0002.html,https://past.date-conference.com/proceedings-archive/2022/pdf/0002.pdf,DATE 2022 proceedings technical program,https://past.date-conference.com/proceedings-archive/2022/html/0002.html,proceedings,primary,verified,medium,T01|T10,memory_centric_acceleration,memory_centric|pim_cim|ai_acceleration,DATE-C02,ACC02 Memory-centric acceleration,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2022-P2032,DATE,DATE,2022,complete,Circuits For Measurement Based Quantum State Preparation,Niels Gleinig and Torsten Hoefler,technical_program,12.2 Applications of optimized quantum and probabilistic circuits in emergent computing systems,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2022/html/toc.html,https://past.date-conference.com/proceedings-archive/2022/html/0383.html,https://past.date-conference.com/proceedings-archive/2022/pdf/0383.pdf,DATE 2022 proceedings technical program,https://past.date-conference.com/proceedings-archive/2022/html/0383.html,proceedings,primary,verified,medium,T09|T12,emerging_compute_substrates,emerging_device|novel_compute,DATE-C04,ACC04 Emerging compute substrates,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2022-P2033,DATE,DATE,2022,complete,Compatibility Checking For Autonomous Lane-Changing Assistance Systems,Po-Yu Huang|Kai-Wei Liu|Zong-Lun Li|Sanggu Park|Edward Andert|Chung-Wei Lin and Aviral Shrivastava,technical_program,IP.3_6 Interactive presentations,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2022/html/toc.html,https://past.date-conference.com/proceedings-archive/2022/html/0105.html,https://past.date-conference.com/proceedings-archive/2022/pdf/0105.pdf,DATE 2022 proceedings technical program,https://past.date-conference.com/proceedings-archive/2022/html/0105.html,proceedings,primary,verified,medium,T04|T08,embedded_realtime_cps_robotics_edge,edge|real_time|cps_or_robotics,DATE-C10,"SYS01 Embedded real-time CPS, automotive, robotics, edge IoT",provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2022-P2034,DATE,DATE,2022,complete,Comprehensive And Accessible Channel Routing For Microfluidic Devices,Gerold Fink|Philipp Ebner and Robert Wille,technical_program,IP.1_1 Interactive presentations,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2022/html/toc.html,https://past.date-conference.com/proceedings-archive/2022/html/0144.html,https://past.date-conference.com/proceedings-archive/2022/pdf/0144.pdf,DATE 2022 proceedings technical program,https://past.date-conference.com/proceedings-archive/2022/html/0144.html,proceedings,primary,verified,medium,T10|T12,physical_implementation_chiplet_closure,physical_design|chiplet_or_3d|closure,DATE-C05,DA01 Physical implementation and 3D/chiplet closure,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2022-P2035,DATE,DATE,2022,complete,Constructive Common-Centroid Placement And Routing For Binary-Weighted Capacitor Arrays,Nibedita Karmokar|Arvind Kumar Sharma|Jitesh Poojary|Meghna Madhusudan|Ramesh Harjani and Sachin S. Sapatnekar,technical_program,11.1 Analog / mixed-signal EDA from system level to layout level,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2022/html/toc.html,https://past.date-conference.com/proceedings-archive/2022/html/0504.html,https://past.date-conference.com/proceedings-archive/2022/pdf/0504.pdf,DATE 2022 proceedings technical program,https://past.date-conference.com/proceedings-archive/2022/html/0504.html,proceedings,primary,verified,medium,T10|T12,physical_implementation_chiplet_closure,physical_design|chiplet_or_3d|closure,DATE-C05,DA01 Physical implementation and 3D/chiplet closure,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2022-P2036,DATE,DATE,2022,complete,Contamination-Free Switch Design And Synthesis For Microfluidic Large-Scale Integration,Duan Shen|Yushen Zhang|Mengchu Li|Tsun-Ming Tseng and Ulf Schlichtmann,technical_program,17.1 Brain- and Bio-inspired Architectures and Applications,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2022/html/toc.html,https://past.date-conference.com/proceedings-archive/2022/html/0237.html,https://past.date-conference.com/proceedings-archive/2022/pdf/0237.pdf,DATE 2022 proceedings technical program,https://past.date-conference.com/proceedings-archive/2022/html/0237.html,proceedings,primary,verified,medium,T11|T12,formal_verification_hardware_correctness,verification|formal|correctness,DATE-C06,DA02 Logic/formal verification and hardware correctness,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2022-P2037,DATE,DATE,2022,complete,Corememdtm: Integrated Processor Core And 3d Memory Dynamic Thermal Management For Improved Performance,Lokesh Siddhu|Rajesh Kedia and Preeti Ranjan Panda,technical_program,"22.2 Power, Thermal and Performance Management for Advanced Computing Systems",accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2022/html/toc.html,https://past.date-conference.com/proceedings-archive/2022/html/0595.html,https://past.date-conference.com/proceedings-archive/2022/pdf/0595.pdf,DATE 2022 proceedings technical program,https://past.date-conference.com/proceedings-archive/2022/html/0595.html,proceedings,primary,verified,medium,T10|T12,low_power_thermal_sustainable_computing,power|thermal|sustainability,DATE-C13,"PWR01 Low-power, thermal, sustainable computing",provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2022-P2038,DATE,DATE,2022,complete,Counteract Side-Channel Analysis Of Neural Networks By Shuffling,Manuel Brosch|Matthias Probst and Georg Sigl,technical_program,21.4 Defense Techniques for Secure and Trustworthy Systems,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2022/html/toc.html,https://past.date-conference.com/proceedings-archive/2022/html/0242.html,https://past.date-conference.com/proceedings-archive/2022/pdf/0242.pdf,DATE 2022 proceedings technical program,https://past.date-conference.com/proceedings-archive/2022/html/0242.html,proceedings,primary,verified,medium,T11|T12,hardware_security_trusted_systems,security|attack_or_fault|trust,DATE-C12,SEC01 Hardware security and trusted systems,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2022-P2039,DATE,DATE,2022,complete,Counting Priority Inversions: Computing Maximum Additional Core Requests Of Dag Tasks,Morteza Mohaqeqi|Gaoyang Dai and Wang Yi,technical_program,21.3 Real-Time Systems and Technology,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2022/html/toc.html,https://past.date-conference.com/proceedings-archive/2022/html/0943.html,https://past.date-conference.com/proceedings-archive/2022/pdf/0943.pdf,DATE 2022 proceedings technical program,https://past.date-conference.com/proceedings-archive/2022/html/0943.html,proceedings,primary,verified,medium,T04|T08,embedded_realtime_cps_robotics_edge,edge|real_time|cps_or_robotics,DATE-C10,"SYS01 Embedded real-time CPS, automotive, robotics, edge IoT",provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2022-P2040,DATE,DATE,2022,complete,COXHE: A Software-Hardware Co-Design Framework For Fpga Acceleration Of Homomorphic Computation,Mingqin Han|Yilan Zhu|Qian Lou|Zimeng Zhou|Shanqing Guo and Lei Ju,technical_program,22.1 Heterogeneous system-on-chip design methods,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2022/html/toc.html,https://past.date-conference.com/proceedings-archive/2022/html/0412.html,https://past.date-conference.com/proceedings-archive/2022/pdf/0412.pdf,DATE 2022 proceedings technical program,https://past.date-conference.com/proceedings-archive/2022/html/0412.html,proceedings,primary,verified,medium,T06|T07,reconfigurable_spatial_dataflow,reconfigurable|spatial_dataflow|mapping,DATE-C03,ACC03 Reconfigurable and spatial dataflow architectures,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2022-P2041,DATE,DATE,2022,complete,CR&P: An Efficient Co-Operation Between Routing And Placement,Erfan Aghaeekiasaraee|Aysa Fakheri Tabrizi|Tiago Fontana|Renan Netto|Sheiny Almeida|Upma Gandhi|Jose Guntzel|David Westwick and Laleh Behjat,technical_program,17.5 Putting Place and Route research on the right track,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2022/html/toc.html,https://past.date-conference.com/proceedings-archive/2022/html/0201.html,https://past.date-conference.com/proceedings-archive/2022/pdf/0201.pdf,DATE 2022 proceedings technical program,https://past.date-conference.com/proceedings-archive/2022/html/0201.html,proceedings,primary,verified,medium,T10|T12,physical_implementation_chiplet_closure,physical_design|chiplet_or_3d|closure,DATE-C05,DA01 Physical implementation and 3D/chiplet closure,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2022-P2042,DATE,DATE,2022,complete,Cr-Spectre: Defense-Aware Rop Injected Code-Reuse Based Dynamic Spectre,Abhijitt Dhavlle|Setareh Rafatirad|Houman Homayoun and Sai Manoj Pudukotai Dinakarrao,technical_program,13.4 System-level security,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2022/html/toc.html,https://past.date-conference.com/proceedings-archive/2022/html/0747.html,https://past.date-conference.com/proceedings-archive/2022/pdf/0747.pdf,DATE 2022 proceedings technical program,https://past.date-conference.com/proceedings-archive/2022/html/0747.html,proceedings,primary,verified,medium,T11|T12,hardware_security_trusted_systems,security|attack_or_fault|trust,DATE-C12,SEC01 Hardware security and trusted systems,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2022-P2043,DATE,DATE,2022,complete,Cross-Layer Approximation For Printed Machine Learning Circuits,Giorgos Armeniakos|Georgios Zervakis|Dimitrios Soudris|Mehdi Tahoori and Joerg Henkel,technical_program,11.2 Approximate Computing Everywhere,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2022/html/toc.html,https://past.date-conference.com/proceedings-archive/2022/html/0652.html,https://past.date-conference.com/proceedings-archive/2022/pdf/0652.pdf,DATE 2022 proceedings technical program,https://past.date-conference.com/proceedings-archive/2022/html/0652.html,proceedings,primary,verified,medium,T12,other_needs_review,,DATE-C99,OTHER needs_review/outside target scope,uncertain,,,,,,none,0,,no,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2022-P2044,DATE,DATE,2022,complete,Cross-Level Processor Verification Via Endless Randomized Instruction Stream Generation With Coverage-Guided Aging,Niklas Bruns|Vladimir Herdt|Eyck Jentzsch and Rolf Drechsler,technical_program,IP.3_3 Interactive presentations,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2022/html/toc.html,https://past.date-conference.com/proceedings-archive/2022/html/0070.html,https://past.date-conference.com/proceedings-archive/2022/pdf/0070.pdf,DATE 2022 proceedings technical program,https://past.date-conference.com/proceedings-archive/2022/html/0070.html,proceedings,primary,verified,medium,T11|T12,formal_verification_hardware_correctness,verification|formal|correctness,DATE-C06,DA02 Logic/formal verification and hardware correctness,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2022-P2045,DATE,DATE,2022,complete,CSLE: A Cost-Sensitive Learning Engine for Disk Failure Prediction In Large Data Centers,Xinyan Zhang|Kai Shan|Zhipeng Tan and Dan Feng,technical_program,13.2 From system-level specification to RTL and back,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2022/html/toc.html,https://past.date-conference.com/proceedings-archive/2022/html/0878.html,https://past.date-conference.com/proceedings-archive/2022/pdf/0878.pdf,DATE 2022 proceedings technical program,https://past.date-conference.com/proceedings-archive/2022/html/0878.html,proceedings,primary,verified,medium,T12,other_needs_review,,DATE-C99,OTHER needs_review/outside target scope,uncertain,,,,,,none,0,,no,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2022-P2046,DATE,DATE,2022,complete,Dasc: A Dram Data Mapping Methodology For Sparse Convolutional Neural Networks,Bo-Cheng Lai|Tzu-Chieh Chiang|Po-Shen Kuo|Wan-Ching Wang|Yan-Lin Hung|Hung-Ming Chen|Chien-Nan Liu and Shyh-Jye Jou,technical_program,11.3 Advanced Mapping and Optimization for Emerging ML Hardware,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2022/html/toc.html,https://past.date-conference.com/proceedings-archive/2022/html/0089.html,https://past.date-conference.com/proceedings-archive/2022/pdf/0089.pdf,DATE 2022 proceedings technical program,https://past.date-conference.com/proceedings-archive/2022/html/0089.html,proceedings,primary,verified,medium,T01|T10,memory_centric_acceleration,memory_centric|pim_cim|ai_acceleration,DATE-C02,ACC02 Memory-centric acceleration,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2022-P2047,DATE,DATE,2022,complete,Data-Aware Cache Management For Graph Analytics,Neelam Sharma|Varun Venkitaraman|Newton Singh|Vikash Kumar|Shubham Singhania and Chandan Kumar Jha,technical_program,18.1 Domain-specific co-design: From sensors to graph analytics,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2022/html/toc.html,https://past.date-conference.com/proceedings-archive/2022/html/0774.html,https://past.date-conference.com/proceedings-archive/2022/pdf/0774.pdf,DATE 2022 proceedings technical program,https://past.date-conference.com/proceedings-archive/2022/html/0774.html,proceedings,primary,verified,medium,T04|T08,embedded_realtime_cps_robotics_edge,edge|real_time|cps_or_robotics,DATE-C10,"SYS01 Embedded real-time CPS, automotive, robotics, edge IoT",provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2022-P2048,DATE,DATE,2022,complete,DE-RISC: A Complete Risc-V Based Space-Grade Platform,Nils-Johan Wessman|Fabio Malatesta|Stefano Ribes|Jan Andersson|Antonio Garcia-Vilanova|Miguel Masmano|Vicente Nicolau|Paco Gomez|Jimmy Le Rhun|Sergi Alcaide|Guillem Cabo|Francisco Bas|Pedro Benedicte|Fabio Mazzocchetti and Jaume Abella,technical_program,17.6 Multi-Partner Projects - Session 1,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2022/html/toc.html,https://past.date-conference.com/proceedings-archive/2022/html/3004.html,https://past.date-conference.com/proceedings-archive/2022/pdf/3004.pdf,DATE 2022 proceedings technical program,https://past.date-conference.com/proceedings-archive/2022/html/3004.html,proceedings,primary,verified,medium,T12,other_needs_review,,DATE-C99,OTHER needs_review/outside target scope,uncertain,,,,,,none,0,,no,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2022-P2049,DATE,DATE,2022,complete,Deep Reinforcement Learning For Analog Circuit Structure Synthesis,Zhenxin Zhao and Lihong Zhang,technical_program,IP.3_5 Interactive presentations,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2022/html/toc.html,https://past.date-conference.com/proceedings-archive/2022/html/0313.html,https://past.date-conference.com/proceedings-archive/2022/pdf/0313.pdf,DATE 2022 proceedings technical program,https://past.date-conference.com/proceedings-archive/2022/html/0313.html,proceedings,primary,verified,medium,T11|T12,formal_verification_hardware_correctness,verification|formal|correctness,DATE-C06,DA02 Logic/formal verification and hardware correctness,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2022-P2050,DATE,DATE,2022,complete,DEEPPM: Transformer-Based Power And Performance Prediction For Energy-Aware Software,Jun S. Shim|Bogyeong Han|Yeseong Kim and Jihong Kim,technical_program,23.3 New Methods and Tools using Machine Learning,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2022/html/toc.html,https://past.date-conference.com/proceedings-archive/2022/html/0548.html,https://past.date-conference.com/proceedings-archive/2022/pdf/0548.pdf,DATE 2022 proceedings technical program,https://past.date-conference.com/proceedings-archive/2022/html/0548.html,proceedings,primary,verified,medium,T02|T03|T05,ai_inference_model_specific_accelerators,ai_inference|model_specific|accelerator,DATE-C01,ACC01 AI inference and model-specific accelerators,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2022-P2051,DATE,DATE,2022,complete,DEFT: A Deadlock-Free And Fault-Tolerant Routing Algorithm for 2.5d Chiplet Networks,Ebadollah Taheri|Sudeep Pasricha and Mahdi Nikdast,technical_program,19.3 NoC Optimization with Emerging Technologies,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2022/html/toc.html,https://past.date-conference.com/proceedings-archive/2022/html/0343.html,https://past.date-conference.com/proceedings-archive/2022/pdf/0343.pdf,DATE 2022 proceedings technical program,https://past.date-conference.com/proceedings-archive/2022/html/0343.html,proceedings,primary,verified,medium,T09|T12,emerging_compute_substrates,emerging_device|novel_compute,DATE-C04,ACC04 Emerging compute substrates,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2022-P2052,DATE,DATE,2022,complete,Design And Evaluation Frameworks For Advanced Risc-Based Ternary Processor,Dongyun Kam|Jung Gyu Min|Jongho Yoon|Sunmean Kim|Seokhyeong Kang and Youngjoo Lee,technical_program,19.4 Emerging devices for new computing paradigms,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2022/html/toc.html,https://past.date-conference.com/proceedings-archive/2022/html/0113.html,https://past.date-conference.com/proceedings-archive/2022/pdf/0113.pdf,DATE 2022 proceedings technical program,https://past.date-conference.com/proceedings-archive/2022/html/0113.html,proceedings,primary,verified,medium,T12,other_needs_review,,DATE-C99,OTHER needs_review/outside target scope,uncertain,,,,,,none,0,,no,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2022-P2053,DATE,DATE,2022,complete,Design Enablement of CFET Devices For Sub-2nm Cmos Nodes,Odysseas Zografos|Bilal Chehab|Pieter Schuddinck|Gioele Mirabeli|Naveen Kakarla|Yang Xiang|Pieter Weckx and Julien Ryckaert,technical_program,5.1 Novel Design Techniques for Emerging Technologies in Computing,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2022/html/toc.html,https://past.date-conference.com/proceedings-archive/2022/html/0965.html,https://past.date-conference.com/proceedings-archive/2022/pdf/0965.pdf,DATE 2022 proceedings technical program,https://past.date-conference.com/proceedings-archive/2022/html/0965.html,proceedings,primary,verified,medium,T09|T12,emerging_compute_substrates,emerging_device|novel_compute,DATE-C04,ACC04 Emerging compute substrates,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2022-P2054,DATE,DATE,2022,complete,Design Of Ai Trojans For Evading Machine Learning-Based Detection Of Hardware Trojans,Zhixin Pan and Prabhat Mishra,technical_program,17.2 Attacks on Secure and Trustworthy Systems,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2022/html/toc.html,https://past.date-conference.com/proceedings-archive/2022/html/0183.html,https://past.date-conference.com/proceedings-archive/2022/pdf/0183.pdf,DATE 2022 proceedings technical program,https://past.date-conference.com/proceedings-archive/2022/html/0183.html,proceedings,primary,verified,medium,T11|T12,hardware_security_trusted_systems,security|attack_or_fault|trust,DATE-C12,SEC01 Hardware security and trusted systems,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2022-P2055,DATE,DATE,2022,complete,Design Of Many-Core Big Little Μbrains For Energy-Efficient Embedded Neuromorphic Computing,M. Lakshmi Varshika|Adarsha Balaji|Federico Corradi|Anup Das|Jan Stuijt and Francky Catthoor,technical_program,19.2 Hardware components and architectures for Machine Learning,accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2022/html/toc.html,https://past.date-conference.com/proceedings-archive/2022/html/0345.html,https://past.date-conference.com/proceedings-archive/2022/pdf/0345.pdf,DATE 2022 proceedings technical program,https://past.date-conference.com/proceedings-archive/2022/html/0345.html,proceedings,primary,verified,medium,T09|T12,emerging_compute_substrates,emerging_device|novel_compute,DATE-C04,ACC04 Emerging compute substrates,provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
DATE-2022-P2056,DATE,DATE,2022,complete,DIET: A Dynamic Energy Management Approach For Wearable Health Monitoring Devices,Nuzhat Yamin|Ganapati Bhat and Jana Doppa,technical_program,"22.2 Power, Thermal and Performance Management for Advanced Computing Systems",accepted_paper,,,,,,,https://past.date-conference.com/proceedings-archive/2022/html/toc.html,https://past.date-conference.com/proceedings-archive/2022/html/0498.html,https://past.date-conference.com/proceedings-archive/2022/pdf/0498.pdf,DATE 2022 proceedings technical program,https://past.date-conference.com/proceedings-archive/2022/html/0498.html,proceedings,primary,verified,medium,T10|T12,low_power_thermal_sustainable_computing,power|thermal|sustainability,DATE-C13,"PWR01 Low-power, thermal, sustainable computing",provisional,,,,,,none,0,,maybe,doi,Parsed from official DATE proceedings TOC; DOI/DBLP not batch-verified.
